time,date,hour,precip [mm/day],sub11005351 [m3/s],sub11005351 (observed) [m3/s],sub11004926 [m3/s],sub11004926 (observed) [m3/s],sub11004677 [m3/s],sub11004677 (observed) [m3/s],sub11004597 [m3/s],sub11004597 (observed) [m3/s],sub11004314 [m3/s],sub11004314 (observed) [m3/s],sub11004510 [m3/s],sub11004510 (observed) [m3/s],sub11004353 [m3/s],sub11004353 (observed) [m3/s],sub11004563 [m3/s],sub11004563 (observed) [m3/s],sub11004345 [m3/s],sub11004345 (observed) [m3/s],sub11004395 [m3/s],sub11004395 (observed) [m3/s]
10547,2009-11-17,00:00:00.00,2.88971,0,0.344,0.052085,0.084,0.160981,,0,9.52,0.481023,,0.169692,,0.914378,4.59,0.647863,0.88,2.68373,1.92,4.79998,13.7
10548,2009-11-18,00:00:00.00,8.19747,0.0109703,0.309,0.700699,0.09,19.6978,,30.9511,17.2,48.6685,,3.50873,,30.5512,19.1,1.05707,0.805,3.11006,1.84,74.2186,43
10549,2009-11-19,00:00:00.00,6.16227,0.246324,0.285,1.07458,0.074,26.8872,,40.4312,10.7,79.5229,,5.64039,,54.5993,12.7,1.46282,0.787,4.79516,1.77,157.787,35.3
10550,2009-11-20,00:00:00.00,1.73877,0.235354,0.274,0.429575,0.065,8.23719,,11.041,7.89,39.1899,,2.77481,,33.1149,8.63,1.28886,0.89,6.01409,1.76,133.384,26.2
10551,2009-11-21,00:00:00.00,2.65763,0.000190242,0.268,0.098874,0.064,5.38756,,9.86927,7.34,19.5569,,0.603996,,16.2255,7.63,1.1009,0.875,5.71443,1.75,75.8335,25
10552,2009-11-22,00:00:00.00,1.55503,0.196179,0.265,0.322969,0.061,8.56816,,12.8771,6.66,24.618,,1.48321,,16.5656,7.26,2.16935,0.878,5.22093,1.74,56.3094,25.6
10553,2009-11-23,00:00:00.00,0.567876,0.201562,0.261,0.296207,0.058,4.33163,,5.08184,5.41,16.4831,,1.70579,,11.8213,6.08,3.04825,0.92,5.22635,1.75,44.3787,21.7
10554,2009-11-24,00:00:00.00,0.537472,0.0341243,0.256,0.120578,0.057,0.34649,,0.559387,4.87,4.13259,,0.438944,,3.99929,5.27,2.52538,0.863,5.11107,1.75,25.2539,18.7
10555,2009-11-25,00:00:00.00,0.495976,0.122927,0.243,0.0520722,0.066,0.265964,,0.844625,4.51,1.07635,,0.393924,,1.38308,4.79,1.96889,0.85,4.68325,1.69,12.4976,16.7
10556,2009-11-26,00:00:00.00,0.499722,0.0984549,0.251,0,0.066,0.39013,,1.42588,5.8,1.11801,,0.495472,,1.50802,4.74,1.49941,0.871,4.22503,1.68,8.24295,16.5
10557,2009-11-27,00:00:00.00,0.622262,0.0986656,0.286,0.0848203,0.071,1.4417,,2.81096,12.7,3.67413,,0.943611,,3.28412,10.7,1.33646,0.758,3.8902,1.67,10.88,35.6
10558,2009-11-28,00:00:00.00,0.472366,0.200825,0.273,0.153113,0.063,1.56864,,3.36706,10.5,4.82083,,1.07759,,4.4618,12.2,1.33004,0.748,3.70374,1.65,14.4981,38.6
10559,2009-11-29,00:00:00.00,0.291703,0.106238,0.245,0.0700706,0.063,0.348227,,1.23755,8.13,2.11262,,0.4281,,2.68661,9.1,1.18178,0.779,3.48,1.63,11.9736,30.9
10560,2009-11-30,00:00:00.00,0.482788,0.0978149,0.208,0.00177803,0.063,0.0148664,,0.309377,7.09,0.441549,,0.479747,,1.12805,7.5,0.992666,0.807,3.18154,1.64,7.26478,26.5
10561,2009-12-01,00:00:00.00,0.419056,0.331194,0.18,0.047302,0.058,0.477636,,2.54316,6.9,1.37358,,1.65416,,2.5855,7,1.14268,0.983,3.03302,1.64,7.11201,23
10562,2009-12-02,00:00:00.00,3.37879,0.558529,0.15,0.047302,0.054,2.19816,,6.4494,5.7,6.3843,,4.5907,,9.14317,6.6,2.60579,1.1,3.54975,1.43,17.6753,20
10563,2009-12-03,00:00:00.00,0.196579,0.32515,0.145,0,0.052,1.99309,,4.29256,5.5,6.7626,,4.09291,,9.47272,6.3,3.62259,1.23,4.65951,1.23,24.7278,18.5
10564,2009-12-04,00:00:00.00,0.15028,0,0.142,0,0.049,0.272564,,0.130872,5.2,1.88648,,0.817585,,2.7562,6,2.84887,1,5.12731,1.2,17.3562,17.2
10565,2009-12-05,00:00:00.00,0.301289,0,0.148,0,0.046,0,,0,5,0.230343,,0.034213,,0.26581,5.8,1.89154,1.05,4.70932,1.18,9.01433,16.9
10566,2009-12-06,00:00:00.00,0.784513,0,0.155,0,0.044,0,,0,4.7,0.0125987,,8.0005e-318,,0.00633244,5.7,1.26751,0.96,4.14391,1.18,5.33765,16
10567,2009-12-07,00:00:00.00,0.279457,0,0.15,0,0.044,0,,0,3.6,0.000212173,,8.00081e-318,,0,4,0.942487,0.9,3.63912,1.17,4.13395,10
10568,2009-12-08,00:00:00.00,0.278266,0,0.135,0,0.045,0,,0,3.2,0,,8.00108e-318,,0,3.6,0.755079,0.86,3.19629,1.14,3.56088,8.5
10569,2009-12-09,00:00:00.00,0.245709,0,0.13,0,0.045,0,,0,2.8,0,,8.00124e-318,,0,3.3,0.612049,0.81,2.79915,1.13,3.11875,7.8
10570,2009-12-10,00:00:00.00,0.340837,0,0.132,0,0.046,0,,0,2.85,0,,8.00131e-318,,0,3.2,0.497861,0.77,2.44675,1.12,2.73069,7.5
10571,2009-12-11,00:00:00.00,0.29516,0,0.134,0,0.051,0,,0,2.9,0,,8.00135e-318,,0,3.25,0.40516,0.82,2.1314,1.12,2.38498,7.6
10572,2009-12-12,00:00:00.00,0.244302,0,0.138,0,0.052,0,,0,2.9,0,,8.00146e-318,,0,3.3,0.329406,0.81,1.85088,1.12,2.07675,7.8
10573,2009-12-13,00:00:00.00,0.314585,0,0.14,0,0.05,0,,0,2.92,0,,8.00164e-318,,0,3.4,0.267613,0.76,1.60333,1.12,1.80316,8
10574,2009-12-14,00:00:00.00,0.862636,0,0.13,0,0.046,0,,0,2.9,0,,8.00186e-318,,0,3.35,0.21699,0.7,1.42438,1.12,1.578,8.1
10575,2009-12-15,00:00:00.00,0.917848,0,0.115,0,0.042,0,,0,2.7,0,,8.00207e-318,,0,3.2,0.175478,0.6,1.30661,1.11,1.41227,8
10576,2009-12-16,00:00:00.00,3.86501,0,0.116,0,0.038,0,,0,2.45,0,,8.00224e-318,,0,2.8,0.142558,0.525,1.2014,1.11,1.28747,7.9
10577,2009-12-17,00:00:00.00,4.32992,0,0.118,0,0.04,0,,0,2.4,0,,8.00235e-318,,0,2.7,0.116045,0.57,1.10308,1.12,1.18127,7.7
10578,2009-12-18,00:00:00.00,1.23108,0,0.12,0,0.044,0,,0,2.3,0,,8.00255e-318,,0,2.65,0.0922911,0.62,1.00768,1.12,1.08255,7.6
10579,2009-12-19,00:00:00.00,0.348777,0,0.13,0,0.05,0,,0.0025859,2.4,0,,8.00297e-318,,0.00146504,2.7,0.0705492,0.65,0.915402,1.12,1.00657,7.8
10580,2009-12-20,00:00:00.00,0.588382,0.0270913,0.141,0,0.056,0.346788,,0.527213,2.42,0.635419,,0.0159511,,0.302352,2.8,0.0793408,0.7,0.830989,1.11,1.76284,8
10581,2009-12-21,00:00:00.00,1.74683,0.432972,0.155,0.12733,0.054,1.45891,,2.51246,2.3,4.30246,,1.34388,,3.06056,2.6,0.42027,0.68,0.848712,1.11,8.66861,7.7
10582,2009-12-22,00:00:00.00,2.98775,0.643642,0.15,0.174133,0.052,2.64326,,4.45477,2.2,8.56168,,3.07514,,7.06334,2.4,1.56842,0.66,1.12595,1.11,18.5027,7.5
10583,2009-12-23,00:00:00.00,0.953606,0.334948,0.145,0.0610528,0.046,2.55066,,3.47523,1.9,8.33764,,2.36473,,6.82804,2.2,2.59877,0.64,1.6702,1.11,20.7981,7.3
10584,2009-12-24,00:00:00.00,0.298204,0.0971868,0.14,0.014249,0.042,1.03483,,1.00829,1.85,4.17087,,0.730243,,3.12691,2.1,2.50482,0.59,2.12087,1.1,14.7046,6.8
10585,2009-12-25,00:00:00.00,0.203014,0,0.13,0,0.036,0.0153131,,0,1.8,0.780407,,0.122955,,0.651323,2.15,1.84789,0.6,2.23909,1.1,7.17273,6.9
10586,2009-12-26,00:00:00.00,0.105992,0,0.131,0,0.032,0,,0,1.85,0.0537856,,0.0102262,,0.0487878,2.2,1.27268,0.63,2.16226,1.1,3.41914,7
10587,2009-12-27,00:00:00.00,0.174247,0,0.132,0,0.033,0,,0,1.9,0.00125704,,7.99762e-318,,0,2.22,0.949501,0.64,2.0043,1.09,2.29967,7.1
10588,2009-12-28,00:00:00.00,0.186145,0,0.134,0,0.034,0,,0,1.92,1.19202e-05,,7.99797e-318,,0,2.2,0.76278,0.63,1.823,1.09,1.97618,7
10589,2009-12-29,00:00:00.00,0.265582,0,0.138,0,0.036,0,,0,1.83,0,,7.99834e-318,,0,2.15,0.618253,0.65,1.64074,1.09,1.78241,6.9
10590,2009-12-30,00:00:00.00,0.282557,0,0.14,0,0.037,0,,0,1.78,0,,7.99875e-318,,0,2.13,0.501052,0.67,1.48363,1.08,1.61057,6.8
10591,2009-12-31,00:00:00.00,0.38872,0,0.141,0,0.039,0,,0,1.77,0,,7.99917e-318,,0,2.1,0.405538,0.66,1.36878,1.09,1.46708,6.7
10592,2010-01-01,00:00:00.00,1.79482,0,0.14,0,0.041,0,,0,1.75,0,,7.99959e-318,,0,2.08,0.327281,0.65,1.27267,1.09,1.35228,6.7
10593,2010-01-02,00:00:00.00,3.04041,0,0.141,0,0.042,0,,0,1.73,0.00207896,,0.287803,,0.002144,2.13,0.271981,0.63,1.19325,1.09,1.31608,6.9
10594,2010-01-03,00:00:00.00,1.52445,0,0.143,0,0.043,0.891962,,2.17118,1.71,1.45226,,0.373029,,1.41026,2.1,0.228911,0.61,1.13435,1.09,2.90308,7.1
10595,2010-01-04,00:00:00.00,0.460325,0.0608726,0.141,0,0.044,1.02765,,2.75373,1.69,2.26912,,0.308239,,2.92492,2,0.276994,0.59,1.08313,1.09,5.16339,7.2
10596,2010-01-05,00:00:00.00,0.650538,0.0608726,0.138,0.0364098,0.041,0.472909,,1.21619,1.6,1.72499,,0.356932,,2.52772,1.85,0.355624,0.55,1.0507,1.09,6.32949,6.8
10597,2010-01-06,00:00:00.00,6.40641,0.469249,0.125,0.255717,0.037,1.85876,,3.9492,1.5,5.74695,,3.79665,,6.65406,1.83,1.56152,0.56,1.45875,1.09,16.8471,6.6
10598,2010-01-07,00:00:00.00,0.273184,0.469249,0.118,0.219308,0.031,1.55608,,3.75122,1.48,6.20767,,4.60103,,7.93805,1.9,2.92808,0.57,2.56421,1.09,23.4841,6.4
10599,2010-01-08,00:00:00.00,0.229712,0,0.11,0,0.03,0.0345408,,0.43566,1.52,1.51782,,0.987675,,2.63973,2.05,2.67345,0.58,3.31401,1.11,14.8192,7
10600,2010-01-09,00:00:00.00,0.282436,0,0.107,0,0.029,0,,0,1.7,0.157668,,0.0493754,,0.365911,2.3,1.85767,0.61,3.27484,1.11,7.10936,8
10601,2010-01-10,00:00:00.00,0.670818,0,0.106,0,0.028,0,,0,1.9,0.00664656,,7.99392e-318,,0.0210801,2.7,1.2524,0.65,3.02776,1.11,3.97122,9
10602,2010-01-11,00:00:00.00,0.441776,0,0.105,0.00176539,0.028,0.358364,,0.519284,1.95,0.663874,,7.99436e-318,,0.422369,2.9,0.93279,0.7,2.72557,1.11,3.68907,10.1
10603,2010-01-12,00:00:00.00,0.719745,0,0.105,0.0544695,0.029,1.33003,,1.15136,2.03,3.45909,,7.99487e-318,,1.76347,3,0.752474,0.75,2.42548,1.09,7.56567,11
10604,2010-01-13,00:00:00.00,0.943137,0.0628919,0.104,0.408625,0.029,3.43221,,3.00627,3,9.67004,,0.0630464,,3.80768,3.4,1.02481,0.8,2.20901,1.1,16.468,12.9
10605,2010-01-14,00:00:00.00,0.471261,0.220165,0.104,0.540201,0.03,3.17375,,3.93619,3.7,10.3471,,2.91599,,4.9834,5,3.41616,0.89,2.5732,1.1,22.6813,19.7
10606,2010-01-15,00:00:00.00,1.59599,0.646944,0.105,0.275539,0.03,1.28955,,3.26615,4.25,5.84776,,4.90525,,5.45641,5.4,6.76608,1.08,3.96441,1.09,22.7367,20.8
10607,2010-01-16,00:00:00.00,0.434726,0.548922,0.106,0.146848,0.03,1.23061,,2.82415,4,4.32379,,2.81428,,4.95384,5.2,7.68508,1,5.69198,1.1,20.5011,19
10608,2010-01-17,00:00:00.00,2.04465,0.165596,0.108,0.402535,0.03,2.75474,,5.92223,3.7,7.07781,,1.7409,,6.32872,4.8,6.69281,0.96,6.95764,1.1,23.9345,18.5
10609,2010-01-18,00:00:00.00,0.705772,0.106345,0.109,0.551175,0.03,2.10047,,5.17586,3.4,6.57972,,1.38241,,6.61587,4.5,5.32173,0.9,7.68877,1.1,26.3327,16.8
10610,2010-01-19,00:00:00.00,0.8979,0.116976,0.11,0.318501,0.031,0.354149,,0.478637,3.2,2.1392,,0.551692,,2.75728,4.2,3.88753,0.83,7.67957,1.1,19.9297,16.2
10611,2010-01-20,00:00:00.00,0.407034,0.229454,0.11,0.242385,0.031,0.629009,,0.558391,3.05,1.64401,,0.37622,,1.06831,3.9,2.97329,0.75,7.11462,1.1,14.8603,14.8
10612,2010-01-21,00:00:00.00,0.326622,0.205746,0.11,0.20146,0.03,0.380764,,0.678118,2.95,1.4578,,0.441182,,1.03114,3.7,2.48783,0.7,6.47334,1.1,12.081,13.9
10613,2010-01-22,00:00:00.00,0.332058,0.261278,0.109,0.187132,0.03,0.347056,,0.696385,2.8,1.34794,,0.499267,,1.13164,3.6,2.06249,0.65,5.86056,1.1,10.8001,13.3
10614,2010-01-23,00:00:00.00,0.292086,0.259759,0.108,0.113786,0.03,0.443718,,0.652449,2.65,1.60972,,0.522251,,1.20106,3.5,1.69502,0.64,5.29987,1.1,10.6825,12.6
10615,2010-01-24,00:00:00.00,0.23587,0.0917501,0.106,0,0.029,0.255354,,0.180802,2.5,0.994386,,0.318628,,0.597556,3.3,1.32819,0.63,4.71705,1.1,8.65618,11.6
10616,2010-01-25,00:00:00.00,0.172483,0,0.105,0,0.029,0.0527876,,0,2.35,0.260849,,0.0921303,,0.118179,3.15,1.03489,0.62,4.12958,1.1,5.97167,11.2
10617,2010-01-26,00:00:00.00,0.465391,0,0.104,0,0.029,0,,0,2.3,0.0326919,,0.00965414,,0.00874836,3.05,0.837589,0.6,3.62257,1.1,4.39266,11.2
10618,2010-01-27,00:00:00.00,0.519961,0.0456883,0.103,0.0482587,0.029,0.400231,,0.315575,2.27,0.788456,,0.0949042,,0.377065,2.95,0.727961,0.56,3.19625,1.1,4.57807,11.1
10619,2010-01-28,00:00:00.00,0.252864,0.063254,0.104,0.0639424,0.03,0.453398,,0.368472,2.2,1.10456,,0.148389,,0.55774,2.9,0.654043,0.54,2.83484,1.1,4.99859,10.6
10620,2010-01-29,00:00:00.00,0.23989,0.0372492,0.104,0.0254279,0.03,0.13097,,0.231283,2.18,0.58565,,0.090941,,0.514176,2.8,0.570994,0.51,2.50851,1.1,4.59067,10.4
10621,2010-01-30,00:00:00.00,0.274174,0.0196835,0.105,0.00974427,0.03,0.153177,,0.336255,2.19,0.552655,,0.0531395,,0.638401,2.82,0.478886,0.5,2.20359,1.09,4.1889,10.3
10622,2010-01-31,00:00:00.00,0.40296,0.0982283,0.104,0.0904934,0.029,0.279121,,0.790473,2.2,1.00914,,0.182507,,1.11996,2.8,0.426797,0.51,1.94948,1.09,4.78463,10.4
10623,2010-02-01,00:00:00.00,2.20218,0.29643,0.105,0.294457,0.03,2.41515,,5.02782,2.2,7.22406,,1.35527,,6.436,2.78,0.5855,0.55,1.91252,1.09,15.2178,10.4
10624,2010-02-02,00:00:00.00,1.46235,0.446437,0.105,0.431638,0.03,3.22106,,5.59447,2.19,10.9142,,2.15504,,9.53653,2.75,0.911189,0.581,2.19018,1.09,26.5963,10.4
10625,2010-02-03,00:00:00.00,0.963378,0.248236,0.104,0.246766,0.03,1.72436,,2.10408,2.19,6.87947,,1.41549,,5.62549,2.65,1.07741,0.636,2.48356,1.1,24.0332,10.1
10626,2010-02-04,00:00:00.00,1.05391,0.202185,0.104,0.107542,0.031,1.28653,,1.97925,2.1,4.48372,,1.01489,,3.513,2.5,1.12874,0.631,2.57501,1.1,17.226,9.85
10627,2010-02-05,00:00:00.00,0.321112,0.25933,0.104,0.174667,0.03,0.759346,,1.40772,2.05,3.02137,,0.843747,,2.97058,2.45,1.18869,0.622,2.56941,1.1,12.912,9.64
10628,2010-02-06,00:00:00.00,0.391802,0.151998,0.105,0.195121,0.03,0.423676,,0.678308,2.02,1.91747,,0.411642,,1.96135,2.4,1.1237,0.63,2.49698,1.1,10.1434,9.44
10629,2010-02-07,00:00:00.00,0.700427,0.346479,0.105,0.225544,0.03,0.540981,,0.848986,1.97,1.99027,,0.729649,,1.7607,2.4,1.13284,0.573,2.4168,1.11,9.30207,9.38
10630,2010-02-08,00:00:00.00,0.309679,0.280796,0.105,0.160932,0.03,0.386007,,0.674474,1.92,1.59172,,0.888553,,1.65197,2.45,1.19001,0.577,2.40125,1.1,8.52207,9.07
10631,2010-02-09,00:00:00.00,0.313861,0.0291706,0.104,0.0442938,0.029,0.0842418,,0.237516,1.9,0.608488,,0.334533,,0.855536,2.48,1.05773,0.489,2.32781,1.09,6.13345,9.03
10632,2010-02-10,00:00:00.00,0.297404,0,0.104,0.0103995,0.029,0.115685,,0.258998,1.83,0.293411,,0.0592933,,0.487994,2.5,0.853101,0.507,2.14701,1.08,4.15329,8.75
10633,2010-02-11,00:00:00.00,0.276597,0,0.103,0.0103995,0.028,0.112631,,0.191987,1.85,0.26484,,0.0228252,,0.432991,2.48,0.669214,0.548,1.93447,1.08,3.31426,8.42
10634,2010-02-12,00:00:00.00,0.291642,0.020509,0.104,0.00120531,0.029,0.0456258,,0.0262538,1.81,0.153224,,0.0428897,,0.203543,2.45,0.521378,0.457,1.72387,1.08,2.63377,8.68
10635,2010-02-13,00:00:00.00,0.980149,0.173212,0.108,0.00120531,0.03,0.638011,,0.762205,1.78,1.28631,,0.263916,,0.719861,2.42,0.503954,0.452,1.54417,1.08,3.49459,8.59
10636,2010-02-14,00:00:00.00,0.622533,0.270919,0.11,0.0803372,0.031,1.72536,,2.10447,1.76,4.00264,,0.501063,,2.19864,2.4,0.66822,0.459,1.45528,1.08,7.26817,8.62
10637,2010-02-15,00:00:00.00,0.472426,0.199873,0.113,0.111888,0.031,1.84927,,1.96737,1.76,4.87404,,0.458622,,2.8655,2.4,0.818283,0.577,1.43812,1.08,10.0247,8.8
10638,2010-02-16,00:00:00.00,0.522265,0.22611,0.115,0.148422,0.031,1.3665,,1.34442,1.77,4.08879,,0.53515,,2.35653,2.4,1.01854,0.584,1.44859,1.08,10.2504,9.17
10639,2010-02-17,00:00:00.00,0.382924,0.144454,0.117,0.132163,0.032,0.718286,,0.791579,1.77,2.56999,,0.524565,,1.60759,2.42,1.41996,0.581,1.52398,1.08,8.51115,8.93
10640,2010-02-18,00:00:00.00,0.582028,0.245245,0.115,0.115032,0.033,0.424172,,0.556828,1.75,1.27691,,0.536803,,1.20578,2.38,1.89206,0.595,1.67958,1.08,6.5351,8.95
10641,2010-02-19,00:00:00.00,0.29612,0.282678,0.114,0.0997399,0.032,0.449236,,0.548697,1.68,1.1403,,0.646069,,1.09167,2.3,2.24208,0.574,1.89268,1.09,6.00406,8.52
10642,2010-02-20,00:00:00.00,0.211957,0.0374328,0.107,0,0.03,0.0931421,,0.0378814,1.56,0.482856,,0.344038,,0.495986,2.2,2.01204,0.504,2.05761,1.09,4.56926,8
10643,2010-02-21,00:00:00.00,0.21525,0,0.1,0,0.029,0,,0,1.58,0.074206,,0.0654239,,0.0622963,2.1,1.40154,0.465,2.06074,1.09,2.99198,7.74
10644,2010-02-22,00:00:00.00,0.213267,0,0.098,0,0.029,0,,0,1.56,0.00414574,,0.00393876,,0.00183295,2.15,0.993972,0.462,1.93731,1.09,2.22142,7.65
10645,2010-02-23,00:00:00.00,0.212814,0,0.097,0,0.028,0,,0,1.67,7.25048e-05,,7.99921e-318,,0,2.2,0.77497,0.485,1.76611,1.1,1.91516,7.38
10646,2010-02-24,00:00:00.00,0.295591,0,0.095,0,0.028,0,,0,1.7,0.000896098,,8.00043e-318,,0.000515863,2.35,0.609198,0.498,1.58058,1.09,1.72416,7.55
10647,2010-02-25,00:00:00.00,0.451939,0,0.096,0,0.029,0.0662407,,0,1.67,0.067111,,0.0402515,,0.000780641,2.4,0.47662,0.493,1.43167,1.09,1.60147,8.62
10648,2010-02-26,00:00:00.00,1.79759,0.361716,0.097,0.0542444,0.029,0.646037,,1.5594,1.62,1.53268,,1.75097,,2.08341,2.35,0.770583,0.477,1.46344,1.1,4.28644,8.36
10649,2010-02-27,00:00:00.00,0.446441,0.415957,0.098,0.0664734,0.03,0.897272,,1.85162,1.6,2.42126,,2.39536,,3.32129,2.3,1.34975,0.546,1.76509,1.1,7.57076,8.11
10650,2010-02-28,00:00:00.00,1.68709,0.305139,0.104,0.144044,0.031,1.2684,,1.19431,1.64,3.61078,,1.21323,,2.78079,2.25,1.89703,0.603,2.11699,1.11,10.8903,8.26
10651,2010-03-01,00:00:00.00,0.880721,0.500348,0.115,0.341234,0.034,1.48168,,1.43592,1.65,4.84308,,1.30067,,3.05442,2.35,2.68538,0.611,2.48274,1.11,14.6084,8.57
10652,2010-03-02,00:00:00.00,0.28066,0.265263,0.12,0.253455,0.035,0.781625,,1.00313,1.68,3.26977,,1.09347,,2.32698,2.49,3.02408,0.638,2.89502,1.11,13.5713,8.72
10653,2010-03-03,00:00:00.00,0.217468,0.104477,0.123,0.0440358,0.036,0.460123,,0.912463,1.72,1.91485,,0.469036,,1.30071,2.55,2.59675,0.629,3.10672,1.12,10.1738,8.85
10654,2010-03-04,00:00:00.00,0.291429,0.159908,0.125,0.120231,0.036,0.466813,,1.34031,1.82,1.83886,,1.75724,,1.57378,2.62,3.27167,0.519,3.44085,1.19,9.19993,9.15
10655,2010-03-05,00:00:00.00,2.85976,0.490088,0.132,0.734139,0.038,1.66604,,2.90368,1.9,5.98106,,5.83516,,5.50747,2.88,6.93971,0.612,5.15951,1.29,21.8914,9.77
10656,2010-03-06,00:00:00.00,0.525728,0.485226,0.13,0.752593,0.04,1.77138,,2.30394,1.88,7.08593,,6.82677,,6.45777,2.87,10.7195,0.615,8.60053,1.29,32.8198,9.98
10657,2010-03-07,00:00:00.00,0.143857,0.0663824,0.128,0.138685,0.037,0.400771,,0.302834,1.88,2.46804,,2.92046,,2.46276,2.76,9.80117,0.595,11.4106,1.29,25.656,9.91
10658,2010-03-08,00:00:00.00,0.261253,0,0.122,0.0310426,0.037,0.0720694,,0.0702199,1.91,0.472662,,0.332763,,0.61466,2.73,6.18745,0.616,11.7147,1.29,17.0837,9.85
10659,2010-03-09,00:00:00.00,0.541351,0,0.12,0.0454019,0.036,0.0692571,,0.110458,1.91,0.20802,,0.0647225,,0.489011,2.7,3.74278,0.617,10.5159,1.28,13.3564,9.84
10660,2010-03-10,00:00:00.00,0.713518,0,0.115,0.0143594,0.032,0.0350621,,0.0456704,1.73,0.113989,,0.0712006,,0.364566,2.47,2.44076,0.647,9.05299,1.3,11.3835,9.21
10661,2010-03-11,00:00:00.00,0.262975,0,0.122,0,0.037,0,,0,1.86,0.0240951,,0.0225882,,0.0682422,2.47,1.65376,0.648,7.64892,1.29,9.37342,9.32
10662,2010-03-12,00:00:00.00,0.332016,0,0.12,0,0.036,0,,0,1.9,0.00197361,,0.00260993,,0.00220983,2.53,1.16736,0.67,6.42521,1.29,7.59755,9.67
10663,2010-03-13,00:00:00.00,1.23382,0,0.118,0.0223061,0.035,0.165381,,0,1.9,0.24016,,0.0373755,,0.366569,2.6,0.99479,0.66,5.40406,1.29,7.15176,9.79
10664,2010-03-14,00:00:00.00,4.20929,0,0.115,0.191284,0.034,0.165381,,0.0162,1.81,0.655332,,0.597613,,0.99331,2.52,1.18319,0.683,4.69391,1.28,8.95509,9.6
10665,2010-03-15,00:00:00.00,0.291771,0,0.119,0.168978,0.034,0,,0.0162,1.73,0.446332,,0.753943,,0.721433,2.46,1.51749,0.658,4.28273,1.3,8.96085,9.33
10666,2010-03-16,00:00:00.00,0.217393,0,0.125,0.00443904,0.034,0.000242409,,0,1.83,0.056401,,0.195976,,0.249096,2.54,1.42487,0.705,3.92779,1.31,6.44427,9.31
10667,2010-03-17,00:00:00.00,0.235721,0.00331341,0.14,0.00443904,0.04,0.226314,,0.234519,2.04,0.502248,,0.0276541,,0.554227,2.86,1.06191,0.714,3.522,1.28,5.6425,9.71
10668,2010-03-18,00:00:00.00,1.25054,0.225854,0.155,0.369925,0.048,2.19645,,3.87454,2.35,5.31658,,3.98315,,4.23122,3.35,4.58451,0.643,4.16312,1.26,14.3216,10.9
10669,2010-03-19,00:00:00.00,0.307452,0.281033,0.15,0.488844,0.04,2.12382,,3.87605,2.28,6.76962,,4.96279,,5.96175,3.4,8.6416,0.66,6.45367,1.29,22.9883,11.4
10670,2010-03-20,00:00:00.00,0.276639,0.0584919,0.126,0.156366,0.038,0.167877,,0.236026,2.21,2.2411,,1.16051,,2.49866,3.23,7.19128,0.648,8.15947,1.28,19.3182,11.2
10671,2010-03-21,00:00:00.00,0.286136,0,0.13,0.0374467,0.038,0.014433,,0,2.25,0.331466,,0.161636,,0.382755,3.15,4.20216,0.626,8.07296,1.29,12.6968,10.9
10672,2010-03-22,00:00:00.00,0.275659,0,0.14,0,0.043,0.0752908,,0.158634,2.44,0.137243,,0.00922054,,0.175251,3.27,2.53269,0.629,7.23513,1.28,9.05311,11.2
10673,2010-03-23,00:00:00.00,0.447554,0.40847,0.15,0.387414,0.05,0.84561,,1.21448,2.57,2.36432,,9.74329,,3.94972,3.57,5.75494,0.608,8.39281,1.27,18.6441,11.8
10674,2010-03-24,00:00:00.00,0.256613,0.471563,0.145,0.403655,0.045,0.907973,,1.37614,2.6,3.16486,,12.4052,,5.44968,3.66,8.84783,0.682,12.2858,1.28,28.6231,12.1
10675,2010-03-25,00:00:00.00,0.216217,0.0630937,0.147,0.0162413,0.05,0.248476,,0.50907,2.75,1.27127,,3.02716,,2.13198,3.76,6.66534,0.681,14.0699,1.28,24.2025,12.3
10676,2010-03-26,00:00:00.00,0.198182,0,0.15,0.0714144,0.057,0.211323,,0.409183,2.97,0.729238,,0.37491,,0.978259,3.96,4.12729,0.671,12.4553,1.27,18.3375,12.7
10677,2010-03-27,00:00:00.00,0.884066,0.537311,0.16,0.343707,0.061,0.479678,,1.09301,3.16,1.83343,,7.59734,,3.38781,4.23,6.84622,0.722,12.2478,1.25,22.4093,13.4
10678,2010-03-28,00:00:00.00,0.965016,0.767013,0.17,0.770729,0.066,0.752994,,2.0299,3.3,2.9201,,14.0329,,5.80882,4.48,12.2169,0.782,16.0665,1.27,33.1838,14.3
10679,2010-03-29,00:00:00.00,0.44158,0.313686,0.175,0.578432,0.07,0.83608,,1.86848,3.66,3.0988,,10.6884,,6.6231,4.8,12.4901,0.847,20.6341,1.26,39.2747,15.4
10680,2010-03-30,00:00:00.00,1.28167,0.278511,0.178,0.463587,0.078,2.5734,,3.15226,4.16,6.73115,,5.18587,,7.25683,6.22,9.85263,0.877,21.9522,1.26,43.9665,19.2
10681,2010-03-31,00:00:00.00,4.72341,1.09584,0.165,0.542285,0.069,6.29276,,11.0881,3.91,17.7068,,9.0012,,16.0699,6.66,11.1909,0.858,22.3558,1.26,61.6977,20.9
10682,2010-04-01,00:00:00.00,0.303175,1.04717,0.16,0.177357,0.059,4.23689,,8.8253,3.64,16.2245,,9.85184,,17.5641,5.9,12.4594,0.936,23.9422,1.27,69.4317,19.4
